                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 6.8227,                 6.0752,                 4.2083,                      0,                      0,                      0,                      0,                 5.3194,                   7.99,                  3.138,             0.00013336,             0.00013336,             0.00013336
                      2,                 6.8335,                 5.5031,                 4.1733,                      0,                      0,                      0,                      0,                 5.3246,                 8.0217,                 3.1394,             0.00014311,             0.00014311,             0.00014311
