                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 3.3448,                 2.3024,                 1.6427,                0.18139,                 0.1593,                0.06214,                 0.0221,                 3.1797,                 2.2899,                 1.7208,              0.0014822,              0.0014822,              0.0014822
                     17,                 2.9815,                 2.2432,                 1.5777,                0.20749,                0.23984,                0.10974,                0.03828,                 3.0121,                 2.2059,                 1.6264,               0.001469,               0.001469,               0.001469
                     18,                 2.8448,                 2.1818,                 1.5075,                0.63751,                0.14042,                0.13827,                0.04959,                 2.9157,                 2.2426,                 1.5811,              0.0014558,              0.0014558,              0.0014558
                     19,                 2.8448,                 2.1114,                 1.4878,                0.67618,                0.18606,                0.18126,                0.06172,                 2.7418,                 2.5953,                 1.4825,              0.0014426,              0.0014426,              0.0014426
                     20,                 2.7857,                 2.0831,                 1.4531,                 0.6618,                0.17803,                0.21282,                0.07817,                 2.5791,                 2.1159,                 1.4463,              0.0014294,              0.0014294,              0.0014294
                     21,                 2.7875,                 2.0587,                 1.4788,                0.21126,                0.55879,                0.32632,                0.12874,                 2.3549,                 1.9322,                 1.3484,              0.0014161,              0.0014161,              0.0014161
                     22,                 2.5924,                 1.9822,                 1.4288,                0.23454,                0.48893,                0.28373,                 0.1114,                 2.3512,                 1.9222,                 1.3577,              0.0014029,              0.0014029,              0.0014029
                     23,                 2.6496,                 1.9952,                 1.4425,                0.72928,                0.22467,                0.28271,                0.11132,                 2.3704,                 2.0682,                 1.3706,              0.0013897,              0.0013897,              0.0013897
                     24,                 2.6314,                 1.9725,                 1.4005,                0.33773,                0.44779,                0.35574,                0.13053,                 2.3852,                 1.7017,                 1.3509,              0.0013765,              0.0013765,              0.0013765
                     25,                 2.5038,                 1.8664,                 1.3747,                0.35033,                0.53205,                0.40977,                0.16878,                 2.2204,                  1.681,                 1.3025,              0.0013633,              0.0013633,              0.0013633
                     26,                  2.444,                 1.8562,                 1.3935,                0.36956,                0.40966,                0.35852,                0.14999,                 2.3026,                 1.8055,                 1.3157,              0.0013501,              0.0013501,              0.0013501
                     27,                 2.3957,                 1.9364,                 1.3491,                0.40384,                0.43547,                0.37092,                0.14966,                  2.261,                 1.7009,                 1.2882,              0.0013369,              0.0013369,              0.0013369
                     28,                 2.4375,                 1.8243,                 1.3458,                0.41219,                0.48708,                0.41321,                0.17921,                  2.088,                 1.5495,                  1.231,              0.0013237,              0.0013237,              0.0013237
                     29,                 2.3818,                 1.7866,                 1.2991,                0.30937,                0.55666,                0.39899,                0.15121,                  2.188,                 1.7025,                  1.265,              0.0013105,              0.0013105,              0.0013105
                     30,                 2.3045,                 1.7003,                 1.3068,                0.35217,                0.59383,                0.45891,                0.19976,                 2.0952,                 1.5772,                 1.2459,              0.0012973,              0.0012973,              0.0012973
                     31,                 2.2666,                 1.6324,                 1.2794,                0.39081,                0.47377,                0.41742,                0.17572,                 2.1469,                 1.6362,                 1.2385,              0.0012841,              0.0012841,              0.0012841
                     32,                 2.2371,                 1.6624,                 1.3188,                0.31725,                0.49927,                0.36303,                0.14907,                 2.2004,                 1.6609,                 1.2507,              0.0012709,              0.0012709,              0.0012709
                     33,                 2.3146,                 1.7412,                 1.3204,                0.45592,                0.52293,                 0.4287,                0.17809,                 2.0888,                 1.6032,                 1.2178,              0.0012577,              0.0012577,              0.0012577
                     34,                  2.096,                 1.5449,                 1.2833,                0.47897,                 0.5386,                0.48879,                 0.2096,                 2.0869,                 1.5062,                 1.2169,              0.0012445,              0.0012445,              0.0012445
                     35,                 2.0986,                 1.6049,                 1.3013,                0.47559,                 0.5548,                0.50086,                0.22053,                 2.0053,                 1.3949,                  1.198,              0.0012313,              0.0012313,              0.0012313
                     36,                 2.3401,                 1.6354,                 1.2746,                0.41912,                 0.5245,                0.41345,                0.16457,                 2.2722,                 1.8515,                 1.2727,              0.0012181,              0.0012181,              0.0012181
                     37,                 2.1177,                 1.5707,                 1.2845,                0.42771,                0.51326,                0.41334,                0.18557,                 2.0339,                 1.6537,                 1.2148,              0.0012049,              0.0012049,              0.0012049
                     38,                 2.1872,                 1.5003,                 1.2608,                0.43501,                0.53975,                0.43599,                0.17202,                  2.103,                 1.4724,                 1.2219,              0.0011917,              0.0011917,              0.0011917
                     39,                 2.0686,                 1.4771,                 1.2054,                0.41705,                0.49373,                 0.3835,                0.16832,                 2.1195,                 1.7779,                  1.218,              0.0011785,              0.0011785,              0.0011785
                     40,                 2.1418,                 1.5497,                 1.2499,                0.51444,                0.60467,                0.51609,                 0.2238,                 2.0419,                 1.4183,                 1.2039,              0.0011653,              0.0011653,              0.0011653
                     41,                 2.0986,                  1.424,                 1.2178,                0.52756,                0.64471,                0.53888,                0.25026,                 1.9193,                 1.3718,                 1.1648,              0.0011521,              0.0011521,              0.0011521
                     42,                 2.0875,                 1.4596,                 1.2395,                0.47693,                0.55226,                0.47452,                 0.2181,                 1.9379,                 1.4953,                 1.1683,              0.0011389,              0.0011389,              0.0011389
                     43,                 2.0868,                 1.4488,                 1.2286,                0.40498,                0.54489,                0.45831,                0.18615,                 2.1016,                 1.5085,                 1.2168,              0.0011257,              0.0011257,              0.0011257
                     44,                 2.0597,                 1.4564,                 1.2594,                0.41402,                0.58148,                0.46571,                0.20229,                 1.9757,                 1.5805,                  1.173,              0.0011125,              0.0011125,              0.0011125
                     45,                 2.0667,                 1.5094,                 1.1992,                 0.4863,                0.56059,                0.48109,                 0.2097,                 2.0244,                 1.5077,                 1.1842,              0.0010993,              0.0010993,              0.0010993
                     46,                 2.0034,                 1.4059,                 1.1994,                0.49622,                 0.6316,                0.53576,                0.25956,                 1.8655,                 1.3203,                 1.1455,              0.0010861,              0.0010861,              0.0010861
                     47,                   1.97,                 1.3655,                 1.2161,                0.49822,                0.60831,                0.52264,                0.23471,                 1.9478,                 1.2796,                 1.1763,              0.0010729,              0.0010729,              0.0010729
                     48,                 2.0345,                  1.365,                 1.1879,                 0.4461,                0.54194,                0.43487,                 0.1948,                 2.0248,                 1.5798,                 1.1948,              0.0010597,              0.0010597,              0.0010597
                     49,                 2.1031,                 1.3764,                 1.1926,                0.52354,                  0.598,                0.52605,                0.25142,                 1.8526,                 1.2799,                  1.142,              0.0010465,              0.0010465,              0.0010465
                     50,                 1.9982,                 1.3701,                 1.1861,                 0.5185,                0.64689,                 0.5463,                0.24395,                 1.9611,                 1.2646,                 1.1629,              0.0010333,              0.0010333,              0.0010333
                     51,                 2.0011,                  1.375,                 1.1923,                0.54108,                0.68728,                0.58091,                0.28146,                 1.8479,                 1.2546,                 1.1269,              0.0010201,              0.0010201,              0.0010201
                     52,                 2.0165,                 1.3694,                 1.1885,                0.51221,                0.62147,                0.51239,                0.21306,                 1.9903,                 1.4746,                 1.1742,              0.0010069,              0.0010069,              0.0010069
                     53,                 1.9996,                 1.3804,                 1.1748,                0.48912,                0.60961,                0.52964,                0.21885,                  2.012,                 1.3285,                 1.1771,             0.00099367,             0.00099367,             0.00099367
                     54,                 1.9997,                 1.3529,                  1.162,                0.50194,                0.59984,                0.51896,                0.23713,                 1.9354,                  1.297,                 1.1605,             0.00098046,             0.00098046,             0.00098046
                     55,                 1.9353,                 1.3041,                 1.1693,                0.51236,                0.62624,                0.51141,                0.23661,                 1.9195,                   1.29,                 1.1614,             0.00096726,             0.00096726,             0.00096726
                     56,                 1.9773,                 1.3719,                 1.1837,                0.48204,                0.59383,                0.47361,                0.21119,                 1.9621,                 1.3418,                 1.1773,             0.00095406,             0.00095406,             0.00095406
                     57,                 1.9651,                 1.3192,                 1.1795,                0.42881,                0.61253,                0.44867,                0.16829,                 2.1154,                 1.4981,                 1.2019,             0.00094085,             0.00094085,             0.00094085
                     58,                 1.9525,                 1.3875,                 1.1777,                0.51143,                0.65194,                0.55916,                0.26105,                 1.8639,                 1.3066,                  1.125,             0.00092765,             0.00092765,             0.00092765
                     59,                  1.881,                 1.3224,                  1.176,                0.56549,                0.67116,                0.59762,                0.29395,                 1.8022,                 1.2094,                 1.1088,             0.00091445,             0.00091445,             0.00091445
                     60,                  1.926,                 1.3292,                 1.1513,                0.51989,                0.64254,                0.52284,                0.23555,                 1.9357,                 1.2916,                 1.1593,             0.00090125,             0.00090125,             0.00090125
                     61,                 1.8818,                 1.3229,                 1.1369,                0.50313,                0.65523,                0.51747,                0.22006,                 1.9993,                 1.3286,                  1.172,             0.00088804,             0.00088804,             0.00088804
                     62,                 1.8919,                 1.3079,                 1.1624,                0.50607,                0.64298,                0.54435,                0.26361,                 1.8152,                 1.2572,                 1.1216,             0.00087484,             0.00087484,             0.00087484
                     63,                 1.8874,                   1.35,                 1.1369,                0.50272,                0.59502,                0.52124,                0.24182,                 1.9037,                 1.2636,                 1.1545,             0.00086164,             0.00086164,             0.00086164
                     64,                 1.8947,                 1.3243,                 1.1661,                 0.5375,                 0.6841,                0.58649,                0.28056,                 1.8325,                  1.233,                 1.1266,             0.00084844,             0.00084844,             0.00084844
                     65,                 1.9028,                 1.2897,                 1.1723,                0.51874,                0.63042,                0.51236,                0.23482,                 1.9424,                 1.3904,                 1.1602,             0.00083523,             0.00083523,             0.00083523
                     66,                 1.8079,                 1.2394,                  1.136,                0.52168,                0.66936,                0.54601,                0.25339,                 1.8627,                 1.2527,                 1.1401,             0.00082203,             0.00082203,             0.00082203
                     67,                 1.8546,                 1.3079,                 1.1406,                0.53147,                0.69677,                 0.5948,                0.28779,                 1.7915,                 1.1705,                 1.1078,             0.00080883,             0.00080883,             0.00080883
                     68,                 1.8612,                 1.2557,                 1.1318,                 0.4725,                0.59923,                0.48799,                0.20709,                 1.9843,                 1.3061,                 1.1589,             0.00079563,             0.00079563,             0.00079563
                     69,                 1.8234,                 1.2387,                 1.1214,                0.53832,                 0.6526,                0.55471,                0.26532,                 1.8405,                  1.232,                 1.1272,             0.00078242,             0.00078242,             0.00078242
                     70,                 1.8721,                 1.2484,                 1.1238,                 0.5358,                0.68907,                0.58024,                0.28357,                 1.8216,                 1.2187,                 1.1234,             0.00076922,             0.00076922,             0.00076922
                     71,                 1.8577,                 1.2509,                 1.1058,                   0.52,                0.66261,                0.54874,                0.25041,                 1.9149,                 1.2154,                 1.1534,             0.00075602,             0.00075602,             0.00075602
                     72,                 1.8227,                 1.2753,                 1.1309,                0.40111,                0.56543,                0.42952,                0.19163,                  1.948,                 1.4634,                 1.1482,             0.00074282,             0.00074282,             0.00074282
                     73,                 1.8853,                 1.2855,                 1.1298,                 0.4676,                0.59425,                0.50437,                0.21724,                 1.9679,                 1.2961,                 1.1553,             0.00072961,             0.00072961,             0.00072961
                     74,                 1.8523,                 1.2595,                 1.1176,                0.51282,                0.62627,                0.54595,                0.25231,                 1.8509,                  1.235,                  1.129,             0.00071641,             0.00071641,             0.00071641
                     75,                  1.908,                 1.2703,                 1.1226,                0.55086,                0.67998,                0.60376,                0.28783,                 1.8499,                 1.1895,                 1.1236,             0.00070321,             0.00070321,             0.00070321
                     76,                 1.8293,                 1.2176,                 1.1207,                0.50887,                 0.6602,                0.53611,                0.24305,                 1.8986,                 1.2576,                 1.1423,                0.00069,                0.00069,                0.00069
                     77,                 1.8497,                 1.2639,                 1.1202,                0.50118,                0.62658,                0.52976,                0.24506,                 1.8421,                  1.255,                   1.12,              0.0006768,              0.0006768,              0.0006768
                     78,                 1.7653,                 1.2214,                 1.1335,                0.50129,                0.63072,                0.55189,                0.26725,                 1.7829,                 1.2137,                 1.1006,              0.0006636,              0.0006636,              0.0006636
                     79,                 1.8152,                 1.2154,                 1.1267,                0.52274,                0.63845,                0.54984,                0.25795,                 1.8497,                 1.2146,                 1.1289,              0.0006504,              0.0006504,              0.0006504
                     80,                 1.8186,                 1.2946,                 1.0973,                0.51605,                0.65156,                0.54771,                0.26113,                 1.8127,                 1.2156,                 1.1088,             0.00063719,             0.00063719,             0.00063719
                     81,                  1.798,                 1.2244,                 1.1058,                0.51228,                0.65913,                0.55491,                0.26857,                 1.8024,                 1.1776,                 1.1053,             0.00062399,             0.00062399,             0.00062399
                     82,                 1.7821,                 1.1986,                 1.1042,                0.54007,                0.71246,                0.61728,                0.29912,                 1.8003,                 1.1313,                 1.1063,             0.00061079,             0.00061079,             0.00061079
                     83,                 1.7956,                  1.239,                 1.1019,                0.56877,                0.71999,                0.63808,                0.31678,                 1.7588,                 1.1174,                  1.095,             0.00059759,             0.00059759,             0.00059759
                     84,                 1.7794,                 1.1991,                 1.1034,                0.50806,                0.62929,                0.51398,                0.22815,                 1.9144,                 1.3041,                 1.1414,             0.00058438,             0.00058438,             0.00058438
                     85,                 1.7593,                 1.2019,                 1.1071,                0.50299,                0.58804,                 0.4988,                0.22157,                 1.9779,                 1.2816,                 1.1631,             0.00057118,             0.00057118,             0.00057118
                     86,                 1.8374,                 1.2051,                 1.1033,                0.53663,                0.65908,                0.58935,                0.28145,                 1.8167,                 1.1596,                 1.1114,             0.00055798,             0.00055798,             0.00055798
                     87,                 1.7834,                  1.232,                 1.0923,                0.53339,                0.66862,                0.60415,                0.28962,                 1.7824,                 1.1411,                 1.0951,             0.00054478,             0.00054478,             0.00054478
                     88,                 1.7881,                 1.2227,                 1.0901,                0.53195,                0.67555,                 0.5735,                0.27471,                 1.7908,                 1.1777,                 1.1011,             0.00053157,             0.00053157,             0.00053157
                     89,                 1.7563,                 1.2226,                 1.0896,                0.55424,                0.71409,                0.60254,                0.29322,                 1.8041,                 1.1674,                 1.1046,             0.00051837,             0.00051837,             0.00051837
                     90,                 1.8096,                 1.1994,                 1.0943,                0.52832,                0.67671,                0.55801,                0.25844,                 1.8275,                 1.1678,                 1.1121,             0.00050517,             0.00050517,             0.00050517
                     91,                 1.7403,                 1.1933,                 1.0992,                0.52556,                0.65349,                0.54989,                0.26168,                 1.7885,                 1.1655,                 1.1007,             0.00049197,             0.00049197,             0.00049197
                     92,                 1.7767,                 1.1748,                  1.078,                0.52529,                0.68308,                0.57981,                0.26395,                 1.8783,                 1.1797,                 1.1245,             0.00047876,             0.00047876,             0.00047876
                     93,                 1.7662,                 1.1982,                 1.0908,                 0.5185,                0.67109,                0.56769,                0.26002,                  1.884,                 1.2033,                 1.1285,             0.00046556,             0.00046556,             0.00046556
                     94,                 1.8043,                  1.207,                 1.1196,                0.54152,                0.67313,                0.59673,                 0.2981,                 1.7364,                  1.184,                 1.0869,             0.00045236,             0.00045236,             0.00045236
                     95,                 1.7922,                 1.1921,                 1.0927,                0.52828,                0.66744,                0.57154,                0.26584,                 1.8172,                 1.1789,                 1.1074,             0.00043915,             0.00043915,             0.00043915
                     96,                  1.774,                 1.1889,                 1.0791,                0.43939,                0.54622,                0.42217,                0.17262,                 2.0782,                 1.3487,                 1.1846,             0.00042595,             0.00042595,             0.00042595
                     97,                  1.809,                 1.2155,                 1.0916,                 0.4684,                 0.5813,                0.47978,                0.22559,                 1.8818,                 1.3035,                 1.1313,             0.00041275,             0.00041275,             0.00041275
                     98,                 1.7612,                 1.1899,                 1.0996,                 0.5465,                0.68155,                0.60271,                0.30369,                 1.7205,                 1.1745,                 1.0841,             0.00039955,             0.00039955,             0.00039955
                     99,                 1.7628,                 1.1842,                 1.0783,                0.57284,                 0.6984,                0.62954,                 0.3171,                  1.719,                 1.1254,                 1.0826,             0.00038634,             0.00038634,             0.00038634
                    100,                 1.7421,                 1.1951,                 1.0861,                0.51169,                0.65821,                0.54545,                0.25737,                 1.8041,                 1.1759,                 1.1079,             0.00037314,             0.00037314,             0.00037314
                    101,                 1.7301,                 1.1908,                 1.0874,                0.50172,                 0.6354,                0.52469,                0.24881,                 1.8008,                 1.1856,                 1.1084,             0.00035994,             0.00035994,             0.00035994
                    102,                 1.7771,                 1.1942,                 1.0745,                0.53789,                 0.6941,                0.57727,                0.28265,                 1.7837,                 1.1518,                 1.1012,             0.00034674,             0.00034674,             0.00034674
                    103,                 1.7522,                 1.1838,                 1.0796,                0.56081,                 0.7073,                0.62116,                0.30935,                 1.7672,                 1.1096,                  1.093,             0.00033353,             0.00033353,             0.00033353
                    104,                 1.7781,                 1.1945,                 1.0949,                0.55343,                0.69652,                0.62774,                0.31412,                 1.7457,                 1.1155,                 1.0882,             0.00032033,             0.00032033,             0.00032033
                    105,                 1.7461,                 1.1739,                 1.1002,                0.54849,                0.67136,                0.59534,                 0.2913,                  1.757,                 1.1503,                 1.0943,             0.00030713,             0.00030713,             0.00030713
                    106,                 1.7327,                 1.1495,                 1.0932,                0.53665,                0.67174,                0.58011,                0.27142,                 1.8166,                 1.1637,                 1.1068,             0.00029393,             0.00029393,             0.00029393
                    107,                  1.753,                 1.2048,                  1.109,                0.52676,                0.65799,                0.56696,                 0.2618,                 1.8612,                 1.1851,                 1.1168,             0.00028072,             0.00028072,             0.00028072
                    108,                 1.7486,                 1.1423,                 1.0862,                0.53516,                0.65215,                0.57069,                0.27471,                 1.7877,                  1.173,                 1.0962,             0.00026752,             0.00026752,             0.00026752
                    109,                 1.7284,                 1.1653,                 1.0837,                0.53261,                0.65825,                0.56873,                0.27312,                 1.8028,                 1.1586,                 1.1019,             0.00025432,             0.00025432,             0.00025432
                    110,                 1.7153,                 1.1542,                 1.0606,                 0.5306,                 0.6549,                 0.5622,                0.26314,                 1.8466,                 1.1603,                 1.1157,             0.00024111,             0.00024111,             0.00024111
                    111,                 1.7167,                 1.1469,                 1.0772,                0.54728,                0.68846,                0.59517,                0.28695,                 1.7869,                 1.1333,                  1.098,             0.00022791,             0.00022791,             0.00022791
                    112,                 1.7598,                 1.1669,                  1.079,                0.55206,                0.70081,                 0.6028,                0.30261,                 1.7265,                 1.1269,                 1.0814,             0.00021471,             0.00021471,             0.00021471
                    113,                 1.7113,                 1.1266,                 1.0816,                0.55021,                0.69656,                0.59854,                0.29665,                 1.7515,                 1.1379,                 1.0874,             0.00020151,             0.00020151,             0.00020151
                    114,                 1.7233,                 1.1526,                 1.0883,                0.54944,                0.69734,                 0.6056,                0.29939,                 1.7517,                 1.1256,                 1.0883,              0.0001883,              0.0001883,              0.0001883
                    115,                 1.7487,                  1.163,                 1.0794,                0.56027,                0.70108,                0.61207,                0.29854,                 1.7552,                 1.1158,                 1.0895,              0.0001751,              0.0001751,              0.0001751
                    116,                 1.7069,                 1.2186,                 1.0957,                 0.5729,                0.68399,                0.62289,                0.30913,                 1.7153,                  1.127,                 1.0808,              0.0001619,              0.0001619,              0.0001619
                    117,                 1.6889,                 1.2038,                 1.1019,                0.56498,                0.68339,                 0.6144,                0.30556,                  1.713,                 1.1481,                   1.08,              0.0001487,              0.0001487,              0.0001487
                    118,                 1.6704,                  1.188,                 1.1076,                0.56979,                0.68454,                0.61524,                0.30712,                 1.7177,                 1.1483,                 1.0796,             0.00013549,             0.00013549,             0.00013549
                    119,                 1.7478,                 1.2215,                 1.1063,                0.54056,                0.67047,                0.58486,                0.28737,                 1.7588,                 1.1618,                 1.0882,             0.00012229,             0.00012229,             0.00012229
                    120,                 1.6913,                 1.1789,                 1.1002,                 0.5168,                 0.6215,                0.53472,                0.25467,                 1.8477,                 1.1906,                 1.1112,             0.00010909,             0.00010909,             0.00010909
                    121,                 1.6801,                 1.1497,                 1.0691,                0.52349,                0.65684,                0.56131,                 0.2692,                 1.8218,                 1.1757,                 1.1017,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    122,                 1.6878,                 1.1658,                 1.1071,                0.55162,                0.67315,                 0.5947,                0.29092,                 1.7714,                 1.1536,                 1.0859,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    123,                 1.6691,                 1.1136,                 1.0975,                0.57122,                  0.678,                0.62533,                0.31292,                 1.7192,                 1.1298,                 1.0717,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    124,                 1.6824,                 1.1493,                 1.0768,                0.58156,                0.67382,                0.63267,                0.31882,                 1.7037,                 1.1291,                  1.067,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    125,                 1.6654,                 1.1445,                 1.1065,                 0.5748,                 0.6874,                0.62985,                0.31559,                 1.7059,                 1.1355,                 1.0668,             4.3075e-05,             4.3075e-05,             4.3075e-05
