                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 2.0774,                 1.5939,                 1.2888,                0.47051,                0.57954,                0.48259,                0.21177,                 2.1245,                 1.4674,                 1.2268,              0.0012313,              0.0012313,              0.0012313
                     36,                 2.2994,                 1.6253,                 1.2578,                0.42516,                0.57478,                0.45194,                0.18846,                  2.103,                 1.5289,                 1.2114,              0.0012181,              0.0012181,              0.0012181
                     37,                  2.096,                  1.561,                 1.2766,                0.41113,                0.55689,                0.43364,                0.19268,                 2.0535,                 1.5433,                  1.198,              0.0012049,              0.0012049,              0.0012049
                     38,                 2.1464,                 1.5011,                 1.2464,                0.46075,                0.55347,                0.47342,                0.19255,                 2.1241,                 1.4433,                 1.2279,              0.0011917,              0.0011917,              0.0011917
                     39,                 2.0682,                 1.5032,                 1.2014,                0.47566,                0.58624,                0.50176,                0.23404,                 1.9427,                 1.4429,                 1.1696,              0.0011785,              0.0011785,              0.0011785
                     40,                 2.0952,                 1.5479,                 1.2346,                0.50267,                0.64394,                0.54622,                0.24887,                 1.9643,                 1.3374,                  1.176,              0.0011653,              0.0011653,              0.0011653
                     41,                  2.094,                 1.4416,                 1.2123,                0.50199,                0.66154,                0.54754,                0.24797,                 1.9505,                 1.3428,                 1.1676,              0.0011521,              0.0011521,              0.0011521
                     42,                 2.0827,                  1.479,                 1.2293,                0.49182,                0.62168,                0.51945,                0.24587,                 1.8924,                 1.4013,                 1.1525,              0.0011389,              0.0011389,              0.0011389
                     43,                 2.0634,                  1.449,                 1.2185,                0.49197,                 0.6136,                0.51152,                0.22195,                 2.0448,                 1.3646,                 1.1971,              0.0011257,              0.0011257,              0.0011257
                     44,                 2.0855,                 1.4684,                 1.2578,                0.40688,                0.56043,                0.45256,                0.19005,                 2.0208,                  1.456,                  1.194,              0.0011125,              0.0011125,              0.0011125
                     45,                 2.0681,                  1.516,                 1.1966,                0.49171,                0.62539,                0.51578,                0.21861,                 2.0696,                 1.4133,                 1.1975,              0.0010993,              0.0010993,              0.0010993
                     46,                 1.9893,                 1.4193,                 1.1909,                0.52115,                0.65641,                0.55788,                0.26994,                 1.8432,                 1.2915,                 1.1333,              0.0010861,              0.0010861,              0.0010861
                     47,                 1.9908,                 1.3794,                 1.2167,                0.53367,                0.66884,                0.58811,                0.28788,                 1.8272,                 1.2341,                 1.1302,              0.0010729,              0.0010729,              0.0010729
                     48,                 1.9994,                 1.3774,                 1.1806,                0.44142,                0.50283,                0.41894,                 0.1845,                 2.0637,                 1.8419,                 1.1892,              0.0010597,              0.0010597,              0.0010597
                     49,                 2.0807,                 1.4153,                 1.1851,                0.50695,                0.62828,                0.52731,                0.23285,                 1.9829,                 1.4659,                 1.1676,              0.0010465,              0.0010465,              0.0010465
                     50,                 1.9754,                  1.378,                 1.1832,                0.48086,                 0.5965,                0.49111,                0.22417,                 1.9502,                 1.4376,                 1.1567,              0.0010333,              0.0010333,              0.0010333
                     51,                 1.9728,                 1.3909,                  1.184,                0.53243,                 0.7013,                0.59048,                0.29402,                 1.8238,                 1.2356,                 1.1254,              0.0010201,              0.0010201,              0.0010201
                     52,                 1.9445,                 1.3811,                 1.1767,                0.54633,                0.71851,                0.59057,                0.28458,                 1.8729,                 1.2821,                 1.1428,              0.0010069,              0.0010069,              0.0010069
                     53,                  2.001,                 1.3984,                 1.1736,                 0.4454,                0.58094,                0.44492,                0.17247,                  2.131,                 1.6231,                 1.2168,             0.00099367,             0.00099367,             0.00099367
                     54,                 1.9958,                 1.3641,                 1.1549,                0.48279,                0.62772,                  0.503,                0.19035,                 2.3483,                 1.4606,                 1.2733,             0.00098046,             0.00098046,             0.00098046
                     55,                 1.9536,                 1.3086,                 1.1724,                0.52141,                0.66857,                0.55423,                0.24254,                 2.0029,                 1.2709,                 1.1611,             0.00096726,             0.00096726,             0.00096726
                     56,                 2.0095,                 1.3867,                 1.1853,                0.53763,                0.64694,                0.54482,                0.25649,                 1.8821,                  1.271,                 1.1304,             0.00095406,             0.00095406,             0.00095406
                     57,                 1.9931,                 1.3288,                  1.181,                0.52824,                0.65541,                0.55473,                0.23537,                 1.9479,                 1.2958,                 1.1579,             0.00094085,             0.00094085,             0.00094085
                     58,                  1.943,                 1.3986,                  1.175,                 0.5331,                0.66677,                0.56556,                0.27387,                 1.8296,                 1.2645,                 1.1252,             0.00092765,             0.00092765,             0.00092765
                     59,                 1.8905,                 1.3764,                 1.1835,                 0.5593,                0.68636,                 0.5896,                0.27763,                  1.837,                 1.2231,                 1.1211,             0.00091445,             0.00091445,             0.00091445
                     60,                 1.9269,                 1.3311,                 1.1429,                0.53404,                0.64316,                0.55066,                0.25317,                 1.9261,                 1.2583,                 1.1484,             0.00090125,             0.00090125,             0.00090125
                     61,                 1.8871,                 1.3471,                 1.1366,                0.50621,                0.67494,                0.55935,                0.26401,                 1.8627,                 1.2694,                 1.1229,             0.00088804,             0.00088804,             0.00088804
                     62,                 1.9095,                 1.3147,                 1.1641,                0.52114,                0.67883,                0.56361,                0.27526,                 1.8061,                 1.2604,                 1.1074,             0.00087484,             0.00087484,             0.00087484
                     63,                 1.9151,                 1.3754,                 1.1393,                0.48446,                0.62578,                0.49236,                0.19511,                 2.1274,                 1.2842,                 1.2056,             0.00086164,             0.00086164,             0.00086164
                     64,                 1.9563,                 1.3385,                 1.1759,                0.50125,                0.67002,                0.52531,                0.23862,                  1.885,                 1.2685,                 1.1361,             0.00084844,             0.00084844,             0.00084844
                     65,                 1.9307,                 1.3169,                  1.168,                0.45282,                0.57084,                0.43692,                0.19494,                 2.0046,                 1.4932,                 1.1718,             0.00083523,             0.00083523,             0.00083523
                     66,                 1.8298,                 1.2646,                 1.1392,                0.52463,                0.64972,                0.54637,                0.25401,                 1.8864,                 1.2463,                 1.1423,             0.00082203,             0.00082203,             0.00082203
                     67,                 1.8673,                 1.3356,                 1.1427,                0.55351,                 0.6906,                0.59443,                0.29115,                 1.7666,                 1.1844,                 1.0992,             0.00080883,             0.00080883,             0.00080883
                     68,                 1.8705,                 1.2635,                  1.129,                0.49367,                0.66716,                0.51115,                0.21715,                   1.97,                 1.2703,                 1.1595,             0.00079563,             0.00079563,             0.00079563
                     69,                 1.8396,                 1.2592,                 1.1201,                0.52488,                0.64563,                0.52843,                 0.2506,                 1.8992,                 1.3038,                 1.1409,             0.00078242,             0.00078242,             0.00078242
                     70,                 1.8889,                 1.2765,                 1.1238,                0.55291,                0.70037,                0.58992,                0.29402,                 1.8029,                 1.1919,                 1.1072,             0.00076922,             0.00076922,             0.00076922
                     71,                 1.8642,                 1.2651,                 1.0995,                0.50895,                0.67199,                0.56246,                0.26422,                 1.8645,                 1.1971,                 1.1295,             0.00075602,             0.00075602,             0.00075602
                     72,                 1.8596,                 1.2801,                 1.1333,                 0.4986,                0.70457,                0.57265,                0.27443,                 1.7648,                 1.1925,                  1.101,             0.00074282,             0.00074282,             0.00074282
                     73,                 1.8766,                 1.3035,                 1.1278,                0.51638,                0.68604,                0.56645,                0.26749,                 1.8333,                 1.2246,                 1.1177,             0.00072961,             0.00072961,             0.00072961
                     74,                 1.8485,                 1.2729,                 1.1098,                0.53027,                0.65999,                0.53328,                0.24018,                 1.9223,                  1.255,                 1.1451,             0.00071641,             0.00071641,             0.00071641
                     75,                 1.8774,                 1.2737,                 1.1137,                 0.5623,                0.71564,                0.60798,                0.30752,                 1.7579,                 1.1618,                 1.0939,             0.00070321,             0.00070321,             0.00070321
                     76,                 1.8036,                 1.2271,                 1.1117,                0.51322,                0.65524,                0.53987,                0.23533,                 1.9365,                 1.2225,                 1.1471,                0.00069,                0.00069,                0.00069
                     77,                 1.8555,                  1.263,                 1.1143,                0.46288,                0.66077,                0.51794,                0.23339,                 1.8645,                 1.2404,                  1.126,              0.0006768,              0.0006768,              0.0006768
                     78,                 1.7792,                  1.217,                  1.129,                 0.5281,                 0.6978,                 0.5943,                0.29774,                 1.7386,                 1.1554,                 1.0934,              0.0006636,              0.0006636,              0.0006636
                     79,                 1.8234,                 1.2311,                 1.1246,                0.55207,                0.67875,                0.57155,                0.26912,                 1.8321,                 1.2026,                 1.1226,              0.0006504,              0.0006504,              0.0006504
                     80,                  1.832,                 1.3053,                 1.0961,                0.53529,                0.71314,                 0.5918,                0.29005,                  1.758,                  1.165,                 1.0952,             0.00063719,             0.00063719,             0.00063719
                     81,                 1.8234,                  1.234,                  1.108,                0.49979,                0.69656,                0.57498,                0.27977,                 1.7655,                 1.1683,                 1.0967,             0.00062399,             0.00062399,             0.00062399
                     82,                  1.795,                 1.2237,                 1.1032,                0.50515,                0.70533,                0.57079,                 0.2554,                 1.8816,                 1.1922,                 1.1295,             0.00061079,             0.00061079,             0.00061079
                     83,                  1.806,                 1.2478,                 1.1015,                0.56202,                0.72383,                0.61521,                0.30334,                 1.7662,                 1.1296,                 1.0962,             0.00059759,             0.00059759,             0.00059759
                     84,                 1.7996,                 1.2183,                 1.1074,                0.53658,                0.72079,                0.57537,                0.27888,                 1.7713,                 1.1861,                 1.1037,             0.00058438,             0.00058438,             0.00058438
                     85,                 1.7765,                  1.233,                 1.1096,                0.53336,                0.65153,                0.52668,                0.23725,                  1.898,                 1.2352,                 1.1438,             0.00057118,             0.00057118,             0.00057118
                     86,                 1.8494,                 1.2244,                 1.1044,                0.54006,                0.68665,                0.58581,                0.27636,                 1.8344,                 1.1522,                 1.1198,             0.00055798,             0.00055798,             0.00055798
                     87,                 1.8101,                 1.2543,                 1.0957,                0.53991,                 0.6959,                0.61706,                0.30997,                   1.75,                 1.1329,                 1.0836,             0.00054478,             0.00054478,             0.00054478
                     88,                 1.8248,                 1.2389,                 1.0941,                0.51172,                0.69758,                0.58485,                0.27574,                  1.818,                 1.1957,                 1.1025,             0.00053157,             0.00053157,             0.00053157
                     89,                 1.7604,                 1.2378,                 1.0893,                0.55782,                 0.7244,                0.60903,                 0.2985,                 1.7868,                 1.1475,                  1.096,             0.00051837,             0.00051837,             0.00051837
                     90,                 1.8227,                 1.2202,                 1.0935,                0.55195,                 0.6948,                0.57704,                0.27226,                 1.7995,                 1.1537,                 1.1015,             0.00050517,             0.00050517,             0.00050517
                     91,                 1.7588,                 1.2131,                 1.0983,                0.53953,                0.69964,                0.59043,                 0.2932,                 1.7496,                 1.1418,                 1.0901,             0.00049197,             0.00049197,             0.00049197
                     92,                  1.791,                 1.1921,                 1.0792,                0.49532,                0.69495,                0.56376,                0.25117,                 1.8872,                 1.1928,                 1.1323,             0.00047876,             0.00047876,             0.00047876
                     93,                 1.7919,                 1.2214,                  1.096,                0.49535,                0.70178,                 0.5695,                0.25708,                 1.8738,                 1.1772,                 1.1253,             0.00046556,             0.00046556,             0.00046556
                     94,                 1.8363,                 1.2364,                 1.1256,                0.53327,                  0.709,                0.60603,                0.30462,                 1.7336,                 1.1303,                 1.0814,             0.00045236,             0.00045236,             0.00045236
                     95,                  1.817,                 1.2175,                 1.0975,                0.53968,                0.70913,                0.58881,                0.27838,                 1.7878,                 1.1388,                  1.098,             0.00043915,             0.00043915,             0.00043915
                     96,                 1.7942,                 1.2138,                 1.0836,                0.51571,                 0.6539,                0.50933,                0.21223,                 2.0687,                 1.3118,                 1.1865,             0.00042595,             0.00042595,             0.00042595
                     97,                 1.8354,                 1.2422,                  1.098,                0.54333,                0.67376,                0.55005,                0.27077,                 1.7831,                 1.2491,                 1.1036,             0.00041275,             0.00041275,             0.00041275
                     98,                 1.7863,                 1.2161,                 1.1006,                0.56802,                0.71995,                0.61396,                0.30955,                 1.7153,                  1.144,                 1.0787,             0.00039955,             0.00039955,             0.00039955
                     99,                 1.7906,                 1.2003,                 1.0823,                0.56213,                0.72444,                0.61963,                0.31215,                 1.7225,                  1.117,                 1.0829,             0.00038634,             0.00038634,             0.00038634
                    100,                 1.7585,                 1.2101,                 1.0884,                0.55248,                0.69339,                0.60052,                  0.296,                  1.742,                 1.1284,                 1.0865,             0.00037314,             0.00037314,             0.00037314
                    101,                 1.7493,                 1.1867,                 1.0872,                0.54661,                0.70018,                0.61076,                0.30671,                 1.7285,                  1.114,                 1.0831,             0.00035994,             0.00035994,             0.00035994
                    102,                  1.792,                 1.1984,                 1.0756,                0.56888,                0.71664,                0.62783,                0.31316,                 1.7509,                 1.1031,                 1.0885,             0.00034674,             0.00034674,             0.00034674
                    103,                  1.762,                 1.1984,                 1.0812,                0.57016,                0.73277,                0.63752,                0.31786,                  1.744,                 1.0908,                 1.0849,             0.00033353,             0.00033353,             0.00033353
                    104,                 1.7979,                 1.1961,                 1.0967,                0.55407,                0.71042,                0.61177,                0.30485,                 1.7408,                 1.1121,                 1.0884,             0.00032033,             0.00032033,             0.00032033
                    105,                 1.7617,                 1.1894,                 1.1003,                0.55905,                0.70777,                0.60536,                0.29669,                 1.7473,                 1.1194,                 1.0928,             0.00030713,             0.00030713,             0.00030713
                    106,                 1.7563,                 1.1626,                 1.0947,                0.56354,                0.72666,                0.61511,                0.29673,                 1.7799,                 1.1284,                 1.1019,             0.00029393,             0.00029393,             0.00029393
                    107,                 1.7707,                 1.2066,                 1.1097,                0.56403,                0.72202,                0.61098,                0.29663,                 1.7753,                 1.1374,                 1.0995,             0.00028072,             0.00028072,             0.00028072
                    108,                 1.7571,                 1.1559,                 1.0853,                0.56625,                0.71089,                0.61322,                0.30733,                 1.7274,                 1.1175,                 1.0818,             0.00026752,             0.00026752,             0.00026752
                    109,                 1.7451,                 1.1803,                  1.086,                0.54697,                 0.7153,                0.60631,                0.30125,                 1.7357,                 1.1078,                  1.085,             0.00025432,             0.00025432,             0.00025432
                    110,                 1.7373,                 1.1665,                 1.0655,                0.52797,                0.69767,                0.58242,                0.27644,                 1.7984,                  1.131,                 1.1036,             0.00024111,             0.00024111,             0.00024111
                    111,                 1.7298,                 1.1647,                 1.0783,                0.54119,                0.71646,                0.60863,                0.29958,                 1.7354,                 1.1177,                 1.0846,             0.00022791,             0.00022791,             0.00022791
                    112,                 1.7761,                 1.1807,                 1.0818,                0.55501,                0.72715,                0.61502,                 0.3097,                 1.7018,                 1.1119,                 1.0736,             0.00021471,             0.00021471,             0.00021471
                    113,                 1.7265,                 1.1537,                 1.0838,                0.55599,                0.72899,                0.61212,                0.30555,                 1.7244,                 1.1211,                 1.0789,             0.00020151,             0.00020151,             0.00020151
                    114,                 1.7199,                 1.1696,                 1.0853,                0.55834,                0.73131,                0.61281,                0.30549,                 1.7247,                 1.1114,                 1.0793,              0.0001883,              0.0001883,              0.0001883
                    115,                 1.7631,                 1.1818,                 1.0804,                 0.5588,                0.71702,                0.60802,                0.30022,                 1.7347,                 1.1132,                 1.0833,              0.0001751,              0.0001751,              0.0001751
                    116,                 1.7067,                  1.237,                 1.0933,                 0.5472,                0.70193,                0.60387,                0.30104,                 1.7253,                 1.1226,                 1.0811,              0.0001619,              0.0001619,              0.0001619
                    117,                 1.7064,                 1.2291,                 1.1011,                0.55776,                0.71288,                0.61523,                 0.3108,                 1.7096,                  1.115,                 1.0738,              0.0001487,              0.0001487,              0.0001487
                    118,                 1.6779,                 1.1917,                 1.1039,                0.56176,                0.72416,                0.62688,                0.31853,                 1.7037,                 1.1103,                 1.0692,             0.00013549,             0.00013549,             0.00013549
                    119,                 1.7651,                 1.2264,                 1.1089,                0.55016,                0.71573,                0.60679,                0.30856,                 1.7133,                 1.1262,                 1.0715,             0.00012229,             0.00012229,             0.00012229
                    120,                 1.7084,                 1.1933,                 1.1027,                0.53718,                0.65633,                0.55514,                0.27008,                 1.7729,                 1.1528,                 1.0903,             0.00010909,             0.00010909,             0.00010909
                    121,                 1.6947,                 1.1683,                 1.0698,                0.55492,                0.65076,                0.56362,                0.27352,                 1.7859,                 1.1498,                 1.0939,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    122,                  1.721,                 1.1923,                 1.1136,                0.56435,                0.67572,                0.59316,                0.29126,                 1.7626,                 1.1358,                 1.0862,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    123,                 1.6824,                 1.1434,                 1.0983,                0.57904,                0.67837,                0.62126,                0.31311,                 1.7194,                 1.1192,                 1.0723,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    124,                 1.7136,                 1.1692,                 1.0806,                0.59202,                0.69542,                0.63663,                0.32644,                 1.6988,                 1.1108,                  1.065,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    125,                 1.6828,                  1.168,                 1.1072,                0.59011,                0.69505,                0.63814,                0.32748,                 1.6973,                 1.1126,                 1.0642,             4.3075e-05,             4.3075e-05,             4.3075e-05
