                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.7568,                 1.2301,                 1.0911,                0.56851,                0.67347,                0.59526,                0.28802,                 1.7967,                 1.1761,                  1.106,             0.00070981,             0.00070981,             0.00070981
                     90,                 1.7933,                  1.198,                   1.09,                0.47598,                0.60687,                0.49814,                0.22091,                 1.8692,                 1.2004,                 1.1221,             0.00069881,             0.00069881,             0.00069881
                     91,                 1.7405,                 1.1897,                 1.0983,                0.53204,                0.66098,                 0.5728,                0.27424,                 1.7729,                 1.1411,                 1.0937,              0.0006878,              0.0006878,              0.0006878
                     92,                 1.7629,                 1.1725,                 1.0743,                0.53369,                0.68624,                0.59323,                0.27623,                 1.8455,                 1.1507,                   1.12,              0.0006768,              0.0006768,              0.0006768
                     93,                 1.7617,                 1.2134,                 1.0895,                0.55149,                0.66617,                0.58711,                0.29014,                 1.7524,                 1.1519,                 1.1001,              0.0006658,              0.0006658,              0.0006658
                     94,                 1.8159,                 1.2178,                  1.118,                0.57501,                0.71223,                0.61748,                0.31041,                 1.7232,                 1.1132,                 1.0885,              0.0006548,              0.0006548,              0.0006548
                     95,                 1.7968,                 1.2097,                 1.0936,                0.55639,                 0.6813,                0.57249,                 0.2527,                 1.8701,                 1.1482,                 1.1239,              0.0006438,              0.0006438,              0.0006438
                     96,                 1.7449,                 1.1851,                 1.0697,                0.50009,                0.60394,                0.48664,                0.22585,                 1.8971,                 1.3599,                 1.1331,             0.00063279,             0.00063279,             0.00063279
                     97,                 1.8585,                 1.2161,                 1.0988,                0.55191,                0.65248,                0.55337,                 0.2545,                 1.9048,                 1.2644,                 1.1313,             0.00062179,             0.00062179,             0.00062179
                     98,                 1.7467,                 1.1962,                 1.0968,                0.56603,                0.69081,                0.60396,                0.28723,                 1.7871,                 1.1398,                 1.1031,             0.00061079,             0.00061079,             0.00061079
                     99,                 1.7509,                 1.1846,                 1.0758,                0.59085,                 0.7004,                0.63153,                0.31744,                 1.7285,                 1.1034,                 1.0825,             0.00059979,             0.00059979,             0.00059979
                    100,                 1.7569,                 1.2083,                 1.0843,                0.54661,                 0.6787,                0.58242,                0.28715,                 1.7225,                 1.1531,                  1.091,             0.00058878,             0.00058878,             0.00058878
                    101,                 1.7445,                 1.2098,                 1.0895,                 0.5725,                0.67474,                0.61639,                 0.3031,                 1.7326,                 1.1073,                 1.0871,             0.00057778,             0.00057778,             0.00057778
                    102,                 1.7832,                 1.1975,                 1.0774,                0.59166,                0.68723,                0.64833,                0.32989,                 1.7171,                 1.0792,                 1.0781,             0.00056678,             0.00056678,             0.00056678
                    103,                 1.7563,                 1.1798,                 1.0754,                0.58231,                0.70665,                0.63955,                0.32339,                 1.7143,                 1.0871,                 1.0753,             0.00055578,             0.00055578,             0.00055578
                    104,                 1.7719,                 1.1847,                 1.0901,                 0.5525,                0.72461,                0.61601,                0.30714,                 1.7266,                 1.1098,                 1.0807,             0.00054478,             0.00054478,             0.00054478
                    105,                 1.7305,                 1.1632,                  1.093,                0.56656,                0.69147,                 0.6031,                0.28697,                 1.7687,                 1.1386,                 1.0932,             0.00053377,             0.00053377,             0.00053377
                    106,                 1.7189,                 1.1441,                 1.0854,                0.56027,                0.68339,                0.60162,                0.29116,                 1.7603,                 1.1564,                 1.0911,             0.00052277,             0.00052277,             0.00052277
                    107,                 1.7369,                 1.2039,                 1.0999,                0.56774,                0.67945,                0.59279,                0.29191,                 1.7509,                 1.1815,                 1.0931,             0.00051177,             0.00051177,             0.00051177
                    108,                 1.7231,                 1.1479,                 1.0822,                 0.5853,                0.70971,                0.64119,                0.31786,                   1.74,                 1.1057,                 1.0859,             0.00050077,             0.00050077,             0.00050077
                    109,                  1.725,                 1.1742,                 1.0828,                0.56991,                0.71873,                0.62225,                0.30127,                 1.7271,                 1.0931,                 1.0826,             0.00048976,             0.00048976,             0.00048976
                    110,                 1.7145,                 1.1516,                 1.0581,                0.52569,                 0.6354,                0.53354,                0.23513,                 1.8966,                 1.1677,                 1.1286,             0.00047876,             0.00047876,             0.00047876
                    111,                 1.7131,                 1.1502,                 1.0715,                0.54461,                0.64454,                0.55637,                0.26403,                 1.8118,                 1.1708,                 1.1056,             0.00046776,             0.00046776,             0.00046776
                    112,                 1.7663,                 1.1671,                 1.0754,                0.55654,                0.67125,                0.59625,                0.29269,                 1.7487,                 1.1116,                 1.0858,             0.00045676,             0.00045676,             0.00045676
                    113,                 1.7034,                 1.1347,                 1.0793,                0.57226,                0.68588,                0.61481,                 0.2902,                 1.7779,                 1.1001,                 1.0937,             0.00044576,             0.00044576,             0.00044576
                    114,                 1.7185,                  1.158,                 1.0836,                0.58551,                  0.707,                0.64474,                  0.321,                 1.7016,                 1.0731,                 1.0724,             0.00043475,             0.00043475,             0.00043475
                    115,                 1.7461,                 1.1598,                 1.0759,                0.56641,                0.68947,                0.61847,                0.30913,                 1.7236,                 1.1206,                 1.0777,             0.00042375,             0.00042375,             0.00042375
                    116,                 1.7004,                 1.1363,                 1.0799,                0.57166,                0.69431,                0.61878,                0.30873,                 1.7328,                 1.1212,                 1.0776,             0.00041275,             0.00041275,             0.00041275
                    117,                 1.7173,                 1.1375,                 1.0688,                0.56401,                0.70459,                0.60275,                0.29333,                 1.7583,                 1.1045,                 1.0848,             0.00040175,             0.00040175,             0.00040175
                    118,                 1.6974,                  1.126,                 1.0699,                0.55784,                0.69861,                0.59107,                 0.2806,                 1.7798,                  1.106,                 1.0921,             0.00039074,             0.00039074,             0.00039074
                    119,                 1.7456,                 1.1327,                 1.0746,                0.52538,                0.68644,                0.57098,                0.27097,                 1.7681,                  1.138,                 1.0951,             0.00037974,             0.00037974,             0.00037974
                    120,                 1.7404,                 1.1437,                  1.061,                0.52807,                0.66895,                0.55207,                0.25707,                 1.8327,                 1.1541,                 1.1082,             0.00036874,             0.00036874,             0.00036874
                    121,                 1.7176,                 1.1354,                 1.0929,                0.54386,                0.69885,                0.57843,                0.26929,                 1.8432,                 1.1408,                 1.1069,             0.00035774,             0.00035774,             0.00035774
                    122,                 1.7391,                 1.1629,                  1.093,                 0.5746,                0.72961,                0.62353,                0.30908,                 1.7393,                 1.0959,                 1.0747,             0.00034674,             0.00034674,             0.00034674
                    123,                 1.7373,                 1.1351,                 1.0738,                0.59848,                 0.7438,                0.65552,                0.33039,                 1.7047,                  1.078,                 1.0656,             0.00033573,             0.00033573,             0.00033573
                    124,                 1.6928,                 1.1288,                 1.0774,                0.58868,                0.71847,                0.64229,                0.31935,                 1.7415,                 1.0878,                  1.076,             0.00032473,             0.00032473,             0.00032473
                    125,                 1.6873,                 1.1179,                 1.0685,                0.57505,                0.69708,                0.62384,                0.29497,                 1.7946,                  1.097,                 1.0904,             0.00031373,             0.00031373,             0.00031373
                    126,                 1.7036,                 1.1332,                 1.0786,                0.55239,                0.67478,                0.60627,                0.29747,                 1.7219,                 1.1222,                 1.0726,             0.00030273,             0.00030273,             0.00030273
                    127,                  1.747,                 1.1417,                 1.0817,                0.55465,                0.66201,                0.60118,                0.30057,                 1.7065,                 1.1536,                  1.071,             0.00029172,             0.00029172,             0.00029172
                    128,                 1.7274,                 1.1316,                 1.0813,                 0.5813,                0.67441,                0.61683,                0.30372,                 1.7378,                 1.1079,                 1.0794,             0.00028072,             0.00028072,             0.00028072
                    129,                 1.7068,                 1.1127,                 1.0602,                0.56545,                0.67787,                0.59684,                0.28423,                 1.8092,                 1.1174,                  1.098,             0.00026972,             0.00026972,             0.00026972
                    130,                 1.6816,                 1.1167,                 1.0919,                0.57224,                 0.6915,                0.62022,                0.30257,                 1.7614,                 1.0922,                 1.0852,             0.00025872,             0.00025872,             0.00025872
                    131,                 1.7147,                 1.1307,                 1.0717,                0.58038,                0.69993,                0.63461,                0.31546,                 1.7211,                 1.0706,                 1.0728,             0.00024772,             0.00024772,             0.00024772
                    132,                  1.678,                 1.1025,                  1.057,                 0.5866,                0.70793,                 0.6365,                 0.3135,                 1.7345,                 1.0725,                 1.0751,             0.00023671,             0.00023671,             0.00023671
                    133,                 1.6909,                 1.1337,                 1.0525,                0.58076,                0.69661,                0.62294,                0.30489,                  1.757,                  1.089,                 1.0803,             0.00022571,             0.00022571,             0.00022571
                    134,                 1.6802,                 1.0924,                 1.0529,                0.57386,                0.70744,                0.62425,                0.30761,                 1.7508,                 1.0945,                 1.0797,             0.00021471,             0.00021471,             0.00021471
                    135,                 1.6948,                 1.0922,                 1.0336,                0.57606,                0.72445,                0.63265,                0.31236,                 1.7572,                 1.0885,                 1.0805,             0.00020371,             0.00020371,             0.00020371
                    136,                 1.6755,                 1.1108,                 1.0534,                0.57366,                0.71211,                0.62833,                0.30856,                 1.7497,                 1.0856,                 1.0799,             0.00019271,             0.00019271,             0.00019271
                    137,                 1.6623,                 1.1371,                 1.0722,                0.57366,                0.69454,                0.61952,                0.30325,                 1.7262,                 1.0849,                 1.0769,              0.0001817,              0.0001817,              0.0001817
                    138,                 1.6896,                 1.1129,                 1.0679,                0.56587,                 0.7055,                0.62062,                0.30577,                 1.7041,                 1.0794,                 1.0728,              0.0001707,              0.0001707,              0.0001707
                    139,                 1.6631,                 1.0932,                 1.0604,                 0.5744,                0.69162,                0.61657,                 0.3032,                 1.7185,                 1.0851,                 1.0765,              0.0001597,              0.0001597,              0.0001597
                    140,                  1.659,                 1.0902,                 1.0568,                 0.5787,                0.71701,                0.63735,                0.31745,                 1.7208,                  1.083,                 1.0749,              0.0001487,              0.0001487,              0.0001487
                    141,                 1.6852,                 1.2044,                 1.0904,                0.58912,                0.71391,                0.64248,                0.32446,                 1.7132,                 1.0837,                 1.0697,             0.00013769,             0.00013769,             0.00013769
                    142,                 1.6187,                 1.1161,                 1.0727,                0.58978,                 0.7244,                0.64619,                 0.3321,                 1.6877,                 1.0863,                 1.0613,             0.00012669,             0.00012669,             0.00012669
                    143,                 1.6106,                 1.0863,                 1.0814,                0.58981,                0.73694,                0.64956,                0.33518,                 1.6915,                 1.0901,                 1.0617,             0.00011569,             0.00011569,             0.00011569
                    144,                 1.6475,                 1.1127,                 1.0868,                0.58156,                  0.732,                0.64166,                0.32716,                  1.688,                 1.1118,                 1.0608,             0.00010469,             0.00010469,             0.00010469
                    145,                   1.65,                 1.1283,                 1.0706,                0.57573,                0.71291,                0.62707,                0.31313,                 1.7095,                 1.1215,                 1.0666,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    146,                 1.6317,                 1.1148,                 1.0677,                0.57245,                0.70852,                0.62395,                 0.3071,                 1.7264,                 1.1197,                 1.0694,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    147,                 1.5967,                 1.0903,                 1.0546,                0.57818,                0.71062,                0.62814,                0.31323,                 1.7104,                 1.1049,                 1.0636,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    148,                 1.6141,                 1.0974,                  1.085,                0.58941,                0.71989,                0.64323,                0.32784,                 1.6802,                 1.0872,                 1.0552,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    149,                 1.6588,                 1.1244,                 1.0736,                0.59167,                 0.7152,                0.64664,                 0.3303,                 1.6763,                 1.0821,                 1.0536,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    150,                 1.6647,                 1.1215,                 1.0885,                0.58679,                0.72353,                0.64559,                0.33015,                 1.6756,                 1.0841,                 1.0535,             3.8674e-05,             3.8674e-05,             3.8674e-05
