                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 2.3428,                 1.9049,                   1.35,                0.39207,                0.46706,                0.37294,                0.14213,                 2.2282,                 1.6196,                 1.2837,              0.0012544,              0.0012544,              0.0012544
                     28,                 2.3848,                 1.7788,                 1.3453,                0.26317,                0.56825,                0.39375,                0.16777,                 2.1306,                 1.9116,                 1.2472,              0.0012379,              0.0012379,              0.0012379
                     29,                 2.4083,                 1.7494,                 1.3122,                0.74718,                0.24975,                0.34339,                 0.1275,                 2.2703,                 2.2424,                 1.2837,              0.0012214,              0.0012214,              0.0012214
                     30,                 2.3098,                 1.7072,                 1.3159,                0.40261,                0.54972,                0.46397,                0.19493,                 2.1322,                 1.5894,                 1.2284,              0.0012049,              0.0012049,              0.0012049
                     31,                  2.298,                 1.6299,                 1.2861,                 0.4712,                0.52664,                0.45653,                0.19344,                 2.1407,                 1.5288,                 1.2335,              0.0011884,              0.0011884,              0.0011884
                     32,                 2.2495,                 1.6618,                 1.3291,                0.39789,                0.38793,                 0.3109,                0.11726,                  2.509,                 1.8853,                  1.316,              0.0011719,              0.0011719,              0.0011719
                     33,                 2.3212,                 1.7162,                 1.3154,                0.39084,                0.40319,                0.29465,                 0.1057,                 2.5337,                 2.0985,                 1.3418,              0.0011554,              0.0011554,              0.0011554
                     34,                 2.0912,                 1.5374,                 1.2931,                0.45081,                0.55873,                 0.4737,                0.20859,                 2.0326,                  1.409,                 1.2108,              0.0011389,              0.0011389,              0.0011389
                     35,                 2.0836,                 1.5899,                  1.302,                0.47134,                0.55111,                0.47303,                0.20851,                 2.0516,                 1.3778,                 1.2143,              0.0011224,              0.0011224,              0.0011224
                     36,                 2.3115,                 1.6507,                 1.2649,                0.48014,                0.53203,                0.46672,                0.19658,                 2.1849,                 1.4832,                 1.2468,              0.0011059,              0.0011059,              0.0011059
                     37,                 2.1056,                 1.5269,                  1.275,                0.47842,                0.52018,                0.42789,                 0.1802,                 2.1619,                 1.5361,                 1.2437,              0.0010894,              0.0010894,              0.0010894
                     38,                 2.1552,                 1.4812,                 1.2494,                0.49862,                 0.5643,                 0.4616,                0.17685,                 2.1433,                 1.4392,                 1.2411,              0.0010729,              0.0010729,              0.0010729
                     39,                  2.072,                 1.4665,                 1.2016,                0.47795,                0.56253,                0.46227,                0.20777,                 2.0186,                 1.4758,                 1.1971,              0.0010564,              0.0010564,              0.0010564
                     40,                 2.1104,                 1.5169,                  1.236,                0.48589,                0.57083,                0.47551,                0.21513,                  1.985,                 1.4177,                 1.1883,              0.0010399,              0.0010399,              0.0010399
                     41,                 2.1132,                 1.4373,                 1.2196,                0.46047,                0.52382,                0.42809,                0.18855,                  2.076,                 1.5927,                 1.2107,              0.0010234,              0.0010234,              0.0010234
                     42,                  2.103,                 1.4704,                 1.2373,                0.48656,                0.54508,                0.47487,                0.21477,                 1.9774,                 1.5198,                 1.1843,              0.0010069,              0.0010069,              0.0010069
                     43,                  2.069,                 1.4294,                 1.2204,                0.49314,                 0.5422,                0.45439,                0.19127,                 2.1694,                 1.5312,                  1.231,             0.00099036,             0.00099036,             0.00099036
                     44,                 2.0618,                  1.452,                 1.2608,                0.38905,                0.44963,                0.33969,                0.13772,                 2.1601,                 1.8827,                 1.2283,             0.00097386,             0.00097386,             0.00097386
                     45,                 2.0815,                 1.5259,                 1.2123,                0.43456,                0.50329,                0.38873,                0.15092,                 2.2445,                 1.7063,                 1.2521,             0.00095736,             0.00095736,             0.00095736
                     46,                 2.0033,                  1.427,                 1.2053,                0.52476,                0.60722,                0.53318,                0.25636,                 1.8707,                 1.3135,                 1.1562,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.9752,                 1.3762,                 1.2194,                0.48224,                0.58521,                0.51335,                0.23743,                 1.9575,                 1.3374,                 1.1778,             0.00092435,             0.00092435,             0.00092435
                     48,                 2.0235,                 1.3637,                 1.1852,                0.43348,                0.55689,                0.45541,                0.19622,                 2.0948,                 1.5789,                 1.2043,             0.00090785,             0.00090785,             0.00090785
                     49,                 2.1171,                 1.3845,                 1.1959,                0.45649,                0.53119,                0.43534,                0.19831,                 1.9513,                 1.5006,                 1.1714,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.9722,                 1.3473,                 1.1804,                0.50828,                0.62417,                0.51311,                0.22656,                 1.9668,                 1.2925,                 1.1799,             0.00087484,             0.00087484,             0.00087484
                     51,                  1.986,                 1.3718,                 1.1959,                0.52489,                0.64477,                0.55321,                0.26337,                   1.88,                 1.2931,                  1.151,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.9963,                 1.3671,                  1.191,                0.52059,                0.65384,                0.56003,                0.26455,                 1.8865,                 1.3273,                 1.1533,             0.00084184,             0.00084184,             0.00084184
                     53,                  1.966,                 1.3794,                 1.1736,                0.51565,                0.65995,                0.57057,                0.26552,                 1.8694,                 1.2652,                 1.1472,             0.00082533,             0.00082533,             0.00082533
                     54,                  2.007,                 1.3683,                  1.165,                 0.4731,                0.61638,                0.52894,                0.23857,                 1.9188,                 1.3127,                 1.1594,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.9144,                 1.3059,                 1.1669,                 0.4912,                0.56274,                0.45453,                0.18271,                 2.2082,                 1.3912,                 1.2318,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.9808,                 1.3843,                 1.1826,                0.50545,                0.52166,                0.41969,                0.18102,                  2.113,                  1.527,                 1.2179,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.9755,                 1.3375,                 1.1846,                0.41987,                0.52501,                0.38388,                0.12051,                 2.5345,                 1.6357,                 1.3213,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.9387,                 1.3761,                 1.1776,                0.53396,                0.66756,                0.56799,                0.27069,                 1.8524,                 1.2641,                 1.1289,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.8793,                 1.3182,                 1.1785,                0.54267,                0.64934,                0.56904,                0.27693,                 1.8588,                 1.2264,                 1.1366,             0.00072631,             0.00072631,             0.00072631
                     60,                  1.965,                 1.3445,                 1.1601,                 0.5165,                 0.5826,                0.50699,                0.22537,                 2.0191,                 1.3299,                 1.1969,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.8907,                 1.3642,                 1.1468,                0.51242,                0.62532,                 0.5242,                0.23107,                 1.9987,                 1.3431,                 1.1748,             0.00069331,             0.00069331,             0.00069331
                     62,                  1.912,                 1.3213,                 1.1755,                0.49045,                0.62903,                0.50123,                0.23389,                 1.9168,                 1.3838,                 1.1495,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.9072,                 1.3658,                 1.1447,                0.52152,                0.61771,                0.52932,                0.24362,                 1.9311,                 1.2894,                 1.1599,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.9085,                 1.3357,                 1.1697,                0.52511,                0.61383,                0.52957,                 0.2258,                 2.0156,                 1.3565,                 1.1715,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.8987,                 1.3072,                  1.174,                0.52781,                0.62528,                0.53133,                0.24605,                 1.9312,                 1.3376,                 1.1575,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.8161,                 1.2546,                 1.1417,                0.55501,                0.65969,                0.58543,                  0.285,                 1.8461,                 1.2212,                   1.14,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.8714,                 1.3289,                 1.1493,                0.54587,                0.63716,                0.56778,                0.26051,                 1.9034,                 1.2287,                 1.1477,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.8895,                 1.2784,                 1.1418,                 0.3782,                0.53844,                0.37083,                0.13179,                 2.3043,                 1.5879,                 1.2417,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.8485,                 1.2938,                 1.1312,                0.52149,                0.68626,                0.55821,                0.26604,                 1.8488,                 1.2714,                 1.1196,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.8837,                 1.2779,                 1.1306,                 0.5326,                 0.7201,                0.58972,                0.29049,                 1.8216,                 1.2537,                 1.1123,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.8965,                 1.2842,                 1.1151,                0.54215,                0.71032,                0.58238,                0.28852,                 1.8128,                 1.2355,                 1.1174,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.8543,                 1.2792,                 1.1433,                0.51678,                0.62225,                0.49556,                0.21792,                 1.9766,                 1.3443,                 1.1683,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.8637,                 1.2835,                  1.132,                0.46616,                0.57082,                0.44216,                0.17941,                 2.1043,                 1.3984,                 1.2043,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.8579,                 1.2708,                 1.1201,                0.48643,                  0.611,                0.49537,                0.22514,                 1.9446,                 1.2694,                 1.1597,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.9195,                 1.2748,                 1.1241,                0.53818,                0.66394,                0.58709,                0.29046,                 1.8116,                 1.1615,                 1.1192,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.8231,                 1.2274,                  1.122,                0.53932,                0.64738,                0.56151,                0.25852,                 1.8947,                 1.1984,                 1.1439,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.8603,                 1.2688,                 1.1251,                0.52204,                0.64726,                0.54458,                0.25784,                 1.8506,                 1.2387,                 1.1334,             0.00042925,             0.00042925,             0.00042925
                     78,                  1.777,                 1.2167,                 1.1381,                0.53335,                0.64453,                0.54646,                0.26225,                 1.8465,                 1.2375,                 1.1337,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.8159,                 1.2187,                 1.1298,                0.52411,                0.62485,                0.52618,                0.23671,                 1.9454,                  1.257,                 1.1638,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.8196,                  1.294,                 1.1003,                0.49316,                0.58836,                 0.4931,                0.22143,                 1.9428,                 1.3234,                 1.1525,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.8132,                 1.2322,                 1.1145,                0.51301,                0.62412,                0.53829,                0.24562,                 1.9006,                 1.2561,                 1.1388,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.7898,                 1.2053,                 1.1096,                0.54637,                0.69837,                0.60676,                0.28717,                 1.8485,                 1.1643,                 1.1234,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.8074,                 1.2426,                  1.108,                0.58156,                0.70596,                0.63534,                0.31948,                 1.7596,                 1.1206,                 1.1012,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.7914,                 1.2021,                 1.1095,                0.53915,                0.68269,                 0.5795,                0.27298,                 1.8454,                 1.2038,                 1.1294,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.7799,                 1.2115,                 1.1168,                0.50662,                0.63678,                0.52436,                0.23092,                 1.9367,                 1.2565,                 1.1553,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.8446,                 1.2152,                 1.1105,                0.51462,                0.62656,                 0.5252,                0.23193,                 1.9357,                 1.2227,                 1.1544,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.8003,                 1.2415,                  1.102,                0.50952,                0.63122,                0.53702,                0.24044,                 1.9115,                 1.2091,                 1.1462,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.7883,                 1.2217,                 1.0919,                0.50537,                0.65162,                0.54163,                0.24049,                 1.9381,                 1.2317,                 1.1507,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.7636,                 1.2334,                  1.095,                0.53062,                0.67902,                0.57018,                0.26767,                 1.8899,                 1.2135,                 1.1346,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.8281,                 1.2188,                 1.1016,                0.54139,                0.68495,                0.57741,                0.27636,                 1.8422,                 1.1941,                 1.1196,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.7392,                 1.2351,                 1.1428,                0.56029,                0.68612,                0.58577,                0.29358,                 1.7598,                 1.1703,                  1.096,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.7362,                 1.2419,                 1.1448,                0.56215,                0.68404,                0.58679,                0.29247,                 1.7826,                 1.1773,                 1.1015,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.7008,                 1.2022,                 1.1288,                0.54744,                0.67681,                0.57422,                0.28469,                 1.7899,                 1.1921,                 1.1037,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.7299,                 1.2488,                 1.1391,                0.55557,                0.66795,                0.58059,                0.28498,                 1.7945,                 1.1986,                 1.1027,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.7133,                 1.2145,                 1.1161,                0.55572,                0.68969,                0.59474,                0.29399,                 1.7835,                 1.1938,                 1.0977,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.7352,                 1.2425,                 1.1155,                0.55863,                0.67368,                0.59456,                0.29372,                 1.8111,                 1.1877,                 1.0998,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.7791,                 1.2351,                 1.1362,                0.54892,                 0.6745,                 0.5802,                0.28006,                 1.8472,                 1.2057,                  1.108,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                  1.752,                 1.2237,                 1.1099,                0.54367,                0.67313,                0.57197,                0.27419,                 1.8659,                 1.2275,                 1.1116,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.7022,                 1.1736,                 1.1018,                0.54924,                0.67847,                0.57661,                0.27975,                 1.8399,                 1.2249,                 1.1044,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.7096,                 1.2201,                 1.1281,                0.56136,                0.67648,                0.58997,                0.29193,                 1.8031,                 1.1985,                 1.0947,             4.9677e-05,             4.9677e-05,             4.9677e-05
